Temp Cv
0.616677 1.500864
0.616061 1.500879
0.615445 1.500864
0.614829 1.500879
0.614214 1.500895
0.613600 1.500864
0.612987 1.500872
0.612374 1.500908
0.611761 1.500935
0.611149 1.500842
0.610538 1.500829
0.609928 1.500889
0.609318 1.500837
0.608709 1.500810
0.608100 1.500873
0.607492 1.500849
0.606884 1.500770
0.606277 1.500738
0.605671 1.500727
0.605065 1.500829
0.604460 1.500847
0.603856 1.500764
0.603252 1.500757
0.602649 1.500815
0.602046 1.500811
0.601444 1.500792
0.600843 1.500767
0.600242 1.500781
0.599642 1.500812
0.599042 1.500810
0.598443 1.500791
0.597844 1.500814
0.597247 1.500828
0.596649 1.500822
0.596053 1.500772
0.595457 1.500793
0.594861 1.500817
0.594266 1.500784
0.593672 1.500851
0.593078 1.500905
0.592485 1.500823
0.591893 1.500802
0.591301 1.500800
0.590710 1.500894
0.590119 1.500966
0.589529 1.500955
0.588939 1.500863
0.588350 1.500853
0.587762 1.500894
0.587174 1.500906
0.586587 1.500864
0.586000 1.500811
0.585414 1.500836
0.584829 1.500862
0.584244 1.500839
0.583660 1.500787
0.583076 1.500773
0.582493 1.500869
0.581911 1.500873
0.581329 1.500762
0.580747 1.500777
0.580167 1.500840
0.579587 1.500818
0.579007 1.500798
0.578428 1.500812
0.577850 1.500859
0.577272 1.500890
0.576694 1.500865
0.576118 1.500793
0.575542 1.500794
0.574966 1.500822
0.574391 1.500802
0.573817 1.500754
0.573243 1.500805
0.572670 1.500780
0.572097 1.500815
0.571525 1.500825
0.570953 1.500747
0.570382 1.500742
0.569812 1.500869
0.569242 1.500915
0.568673 1.500865
0.568104 1.500840
0.567536 1.500772
0.566969 1.500808
0.566402 1.500869
0.565835 1.500862
0.565269 1.500821
0.564704 1.500796
0.564139 1.500873
0.563575 1.500931
0.563012 1.500928
0.562449 1.500842
0.561886 1.500795
0.561324 1.500824
0.560763 1.500812
0.560202 1.500806
0.559642 1.500847
0.559082 1.500834
0.558523 1.500813
0.557965 1.500810
0.557407 1.500855
0.556850 1.500872
0.556293 1.500794
0.555736 1.500775
0.555181 1.500835
0.554625 1.500850
0.554071 1.500763
0.553517 1.500729
0.552963 1.500793
0.552410 1.500791
0.551858 1.500836
0.551306 1.500883
0.550755 1.500852
0.550204 1.500840
0.549654 1.500787
0.549104 1.500783
0.548555 1.500801
0.548006 1.500793
0.547458 1.500781
0.546911 1.500751
0.546364 1.500782
0.545818 1.500792
0.545272 1.500733
0.544727 1.500722
0.544182 1.500765
0.543638 1.500761
0.543094 1.500792
0.542551 1.500814
0.542008 1.500820
0.541466 1.500852
0.540925 1.500859
0.540384 1.500833
0.539844 1.500772
0.539304 1.500738
0.538764 1.500818
0.538226 1.500896
0.537687 1.500838
0.537150 1.500785
0.536613 1.500796
0.536076 1.500812
0.535540 1.500815
0.535004 1.500833
0.534469 1.500846
0.533935 1.500829
0.533401 1.500883
0.532868 1.500927
0.532335 1.500883
0.531802 1.500892
0.531271 1.500916
0.530739 1.500804
0.530209 1.500705
0.529678 1.500674
0.529149 1.500701
0.528620 1.500791
0.528091 1.500866
0.527563 1.500838
0.527035 1.500843
0.526508 1.500864
0.525982 1.500844
0.525456 1.500864
0.524930 1.500843
0.524405 1.500817
0.523881 1.500806
0.523357 1.500811
0.522834 1.500850
0.522311 1.500860
0.521789 1.500872
0.521267 1.500887
0.520746 1.500870
0.520225 1.500844
0.519705 1.500814
0.519185 1.500774
0.518666 1.500798
0.518147 1.500841
0.517629 1.500830
0.517111 1.500836
0.516594 1.500841
0.516078 1.500852
0.515561 1.500837
0.515046 1.500801
0.514531 1.500814
0.514016 1.500810
0.513502 1.500786
0.512989 1.500827
0.512476 1.500888
0.511963 1.500897
0.511451 1.500851
0.510940 1.500805
0.510429 1.500777
0.509919 1.500857
0.509409 1.500893
0.508899 1.500882
0.508390 1.500893
0.507882 1.500827
0.507374 1.500772
0.506867 1.500869
0.506360 1.500882
0.505853 1.500781
0.505348 1.500762
0.504842 1.500807
0.504337 1.500822
0.503833 1.500801
0.503329 1.500785
0.502826 1.500830
0.502323 1.500860
0.501821 1.500846
0.501319 1.500907
0.500818 1.500881
0.500317 1.500767
0.499816 1.500762
0.499317 1.500844
0.498817 1.500925
0.498319 1.500989
0.497820 1.500957
0.497322 1.500928
0.496825 1.500935
0.496328 1.500947
0.495832 1.500928
0.495336 1.500842
0.494841 1.500795
0.494346 1.500809
0.493852 1.500809
0.493358 1.500803
0.492864 1.500812
0.492371 1.500870
0.491879 1.500902
0.491387 1.500814
0.490896 1.500784
0.490405 1.500859
0.489915 1.500935
0.489425 1.500896
0.488935 1.500828
0.488446 1.500845
0.487958 1.500822
0.487470 1.500755
0.486982 1.500710
0.486495 1.500713
0.486009 1.500779
0.485523 1.500854
0.485037 1.500877
0.484552 1.500830
0.484068 1.500836
0.483584 1.500844
0.483100 1.500816
0.482617 1.500846
0.482134 1.500900
0.481652 1.500879
0.481171 1.500880
0.480689 1.500871
0.480209 1.500858
0.479729 1.500884
0.479249 1.500862
0.478770 1.500823
0.478291 1.500783
0.477813 1.500742
0.477335 1.500788
0.476857 1.500867
0.476381 1.500844
0.475904 1.500797
0.475428 1.500799
0.474953 1.500834
0.474478 1.500858
0.474003 1.500827
0.473529 1.500846
0.473056 1.500877
0.472583 1.500863
0.472110 1.500837
0.471638 1.500781
0.471166 1.500735
0.470695 1.500765
0.470225 1.500822
0.469754 1.500757
0.469285 1.500748
0.468815 1.500805
0.468347 1.500800
0.467878 1.500808
0.467410 1.500819
0.466943 1.500800
0.466476 1.500751
0.466009 1.500766
0.465543 1.500771
0.465078 1.500744
0.464613 1.500736
0.464148 1.500743
0.463684 1.500774
0.463220 1.500776
0.462757 1.500729
0.462294 1.500761
0.461832 1.500855
0.461370 1.500913
0.460909 1.500856
0.460448 1.500725
0.459988 1.500754
0.459528 1.500888
0.459068 1.500898
0.458609 1.500802
0.458150 1.500819
0.457692 1.500860
0.457235 1.500864
0.456777 1.500821
0.456321 1.500884
0.455864 1.500847
0.455408 1.500805
0.454953 1.500839
0.454498 1.500827
0.454043 1.500786
0.453589 1.500798
0.453136 1.500843
0.452683 1.500838
0.452230 1.500866
0.451778 1.500862
0.451326 1.500820
0.450875 1.500831
0.450424 1.500843
0.449973 1.500830
0.449523 1.500819
0.449074 1.500846
0.448625 1.500879
0.448176 1.500812
0.447728 1.500787
0.447280 1.500862
0.446833 1.500848
0.446386 1.500819
0.445940 1.500861
0.445494 1.500863
0.445048 1.500893
0.444603 1.500877
0.444159 1.500825
0.443715 1.500832
0.443271 1.500907
0.442828 1.500920
0.442385 1.500848
0.441942 1.500828
0.441500 1.500890
0.441059 1.500895
0.440618 1.500821
0.440177 1.500798
0.439737 1.500843
0.439297 1.500872
0.438858 1.500857
0.438419 1.500836
0.437981 1.500832
0.437543 1.500813
0.437105 1.500851
0.436668 1.500876
0.436231 1.500830
0.435795 1.500819
0.435359 1.500882
0.434924 1.500881
0.434489 1.500834
0.434055 1.500905
0.433621 1.500989
0.433187 1.500963
0.432754 1.500896
0.432321 1.500847
0.431889 1.500874
0.431457 1.500884
0.431025 1.500829
0.430594 1.500800
0.430164 1.500839
0.429734 1.500863
0.429304 1.500866
0.428875 1.500894
0.428446 1.500905
0.428017 1.500852
0.427589 1.500840
0.427162 1.500839
0.426734 1.500803
0.426308 1.500823
0.425881 1.500869
0.425456 1.500854
0.425030 1.500834
0.424605 1.500806
0.424180 1.500801
0.423756 1.500829
0.423332 1.500841
0.422909 1.500808
0.422486 1.500788
0.422064 1.500805
0.421642 1.500845
0.421220 1.500848
0.420799 1.500832
0.420378 1.500897
0.419958 1.500920
0.419538 1.500911
0.419118 1.500891
0.418699 1.500926
0.418280 1.500980
0.417862 1.500924
0.417444 1.500844
0.417027 1.500853
0.416610 1.500874
0.416193 1.500903
0.415777 1.500890
0.415361 1.500814
0.414946 1.500754
0.414531 1.500811
0.414116 1.500907
0.413702 1.500947
0.413289 1.500873
0.412875 1.500783
0.412462 1.500783
0.412050 1.500822
0.411638 1.500793
0.411226 1.500735
0.410815 1.500726
0.410404 1.500787
0.409994 1.500880
0.409584 1.500866
0.409174 1.500791
0.408765 1.500788
0.408356 1.500764
0.407948 1.500759
0.407540 1.500820
0.407132 1.500847
0.406725 1.500881
0.406319 1.500879
0.405912 1.500848
0.405506 1.500846
0.405101 1.500852
0.404696 1.500822
0.404291 1.500809
0.403887 1.500809
0.403483 1.500781
0.403079 1.500762
0.402676 1.500739
0.402274 1.500730
0.401871 1.500765
0.401469 1.500798
0.401068 1.500777
0.400667 1.500809
0.400266 1.500867
0.399866 1.500808
0.399466 1.500867
0.399067 1.500920
0.398668 1.500854
0.398269 1.500818
0.397871 1.500854
0.397473 1.500875
0.397075 1.500847
0.396678 1.500795
0.396282 1.500798
0.395885 1.500832
0.395489 1.500859
0.395094 1.500864
0.394699 1.500844
0.394304 1.500806
0.393910 1.500769
0.393516 1.500742
0.393122 1.500770
0.392729 1.500824
0.392337 1.500852
0.391944 1.500856
0.391552 1.500832
0.391161 1.500827
0.390770 1.500810
0.390379 1.500811
0.389988 1.500830
0.389598 1.500815
0.389209 1.500828
0.388820 1.500869
0.388431 1.500828
0.388042 1.500782
0.387654 1.500805
0.387267 1.500823
0.386879 1.500781
0.386492 1.500809
0.386106 1.500893
0.385720 1.500874
0.385334 1.500832
0.384949 1.500813
0.384564 1.500806
0.384179 1.500818
0.383795 1.500877
0.383411 1.500901
0.383028 1.500852
0.382645 1.500740
0.382262 1.500754
0.381880 1.500861
0.381498 1.500840
0.381117 1.500793
0.380735 1.500763
0.380355 1.500731
0.379974 1.500779
0.379594 1.500856
0.379215 1.500902
0.378836 1.500891
0.378457 1.500869
0.378078 1.500839
0.377700 1.500827
0.377323 1.500857
0.376945 1.500847
0.376568 1.500832
0.376192 1.500855
0.375816 1.500872
0.375440 1.500864
0.375064 1.500881
0.374689 1.500938
0.374315 1.500899
0.373940 1.500834
0.373566 1.500802
0.373193 1.500814
0.372819 1.500876
0.372447 1.500910
0.372074 1.500924
0.371702 1.500879
0.371330 1.500807
0.370959 1.500786
0.370588 1.500771
0.370218 1.500782
0.369847 1.500874
0.369478 1.500905
0.369108 1.500884
0.368739 1.500884
0.368370 1.500834
0.368002 1.500792
0.367634 1.500859
0.367266 1.500868
0.366899 1.500825
0.366532 1.500845
0.366165 1.500840
0.365799 1.500785
0.365434 1.500775
0.365068 1.500801
0.364703 1.500776
0.364338 1.500811
0.363974 1.500873
0.363610 1.500857
0.363246 1.500870
0.362883 1.500859
0.362520 1.500826
0.362158 1.500768
0.361796 1.500751
0.361434 1.500824
0.361072 1.500838
0.360711 1.500804
0.360351 1.500844
0.359990 1.500887
0.359630 1.500869
0.359271 1.500881
0.358911 1.500875
0.358552 1.500813
0.358194 1.500811
0.357836 1.500819
0.357478 1.500811
0.357120 1.500856
0.356763 1.500906
0.356406 1.500866
0.356050 1.500796
0.355694 1.500772
0.355338 1.500805
0.354983 1.500813
0.354628 1.500832
0.354273 1.500873
0.353919 1.500905
0.353565 1.500909
0.353212 1.500872
0.352858 1.500829
0.352506 1.500787
0.352153 1.500812
0.351801 1.500858
0.351449 1.500885
0.351098 1.500885
0.350747 1.500840
0.350396 1.500861
0.350045 1.500839
0.349695 1.500741
0.349346 1.500766
0.348996 1.500861
0.348647 1.500925
0.348299 1.500904
0.347950 1.500793
0.347602 1.500706
0.347255 1.500762
0.346908 1.500872
0.346561 1.500952
0.346214 1.500925
0.345868 1.500893
0.345522 1.500870
0.345176 1.500816
0.344831 1.500877
0.344486 1.500981
0.344142 1.500941
0.343798 1.500879
0.343454 1.500849
0.343111 1.500774
0.342767 1.500763
0.342425 1.500787
0.342082 1.500803
0.341740 1.500848
0.341398 1.500873
0.341057 1.500868
0.340716 1.500858
0.340375 1.500802
0.340035 1.500799
0.339695 1.500799
0.339355 1.500756
0.339016 1.500753
0.338677 1.500818
0.338338 1.500813
0.338000 1.500798
0.337662 1.500831
0.337324 1.500823
0.336987 1.500804
0.336650 1.500846
0.336313 1.500920
0.335977 1.500934
0.335641 1.500859
0.335305 1.500823
0.334970 1.500861
0.334635 1.500834
0.334300 1.500840
0.333966 1.500843
0.333632 1.500871
0.333298 1.500921
0.332965 1.500898
0.332632 1.500863
0.332300 1.500848
0.331967 1.500856
0.331635 1.500901
0.331304 1.500953
0.330972 1.500930
0.330641 1.500923
0.330311 1.500971
0.329980 1.500946
0.329650 1.500903
0.329321 1.500891
0.328991 1.500896
0.328662 1.500929
0.328334 1.500940
0.328005 1.500933
0.327677 1.500915
0.327350 1.500924
0.327022 1.500894
0.326695 1.500901
0.326369 1.500979
0.326042 1.500949
0.325716 1.500866
0.325391 1.500910
0.325065 1.500921
0.324740 1.500841
0.324415 1.500737
0.324091 1.500716
0.323767 1.500775
0.323443 1.500820
0.323120 1.500783
0.322797 1.500784
0.322474 1.500861
0.322151 1.500974
0.321829 1.500969
0.321507 1.500899
0.321186 1.500848
0.320865 1.500910
0.320544 1.500912
0.320223 1.500839
0.319903 1.500825
0.319583 1.500877
0.319264 1.500897
0.318944 1.500902
0.318625 1.500894
0.318307 1.500861
0.317988 1.500794
0.317670 1.500794
0.317353 1.500781
0.317035 1.500766
0.316718 1.500816
0.316402 1.500859
0.316085 1.500824
0.315769 1.500806
0.315453 1.500858
0.315138 1.500858
0.314823 1.500846
0.314508 1.500867
0.314193 1.500893
0.313879 1.500883
0.313565 1.500871
0.313252 1.500873
0.312939 1.500881
0.312626 1.500909
0.312313 1.500932
0.312001 1.500878
0.311689 1.500786
0.311377 1.500848
0.311066 1.500923
0.310755 1.500877
0.310444 1.500811
0.310133 1.500815
0.309823 1.500849
0.309513 1.500882
0.309204 1.500876
0.308895 1.500875
0.308586 1.500879
0.308277 1.500856
0.307969 1.500835
0.307661 1.500784
0.307353 1.500694
0.307046 1.500713
0.306739 1.500789
0.306432 1.500824
0.306126 1.500879
0.305820 1.500889
0.305514 1.500863
0.305208 1.500885
0.304903 1.500905
0.304598 1.500841
0.304294 1.500832
0.303989 1.500872
0.303685 1.500904
0.303382 1.500864
0.303078 1.500790
0.302775 1.500781
0.302472 1.500821
0.302170 1.500833
0.301868 1.500787
0.301566 1.500781
0.301264 1.500869
0.300963 1.500888
0.300662 1.500811
0.300361 1.500761
0.300061 1.500829
0.299761 1.500884
0.299461 1.500863
0.299162 1.500859
0.298863 1.500852
0.298564 1.500829
0.298265 1.500847
0.297967 1.500886
0.297669 1.500883
0.297371 1.500842
0.297074 1.500810
0.296777 1.500722
0.296480 1.500634
0.296184 1.500688
0.295887 1.500786
0.295591 1.500852
0.295296 1.500866
0.295001 1.500823
0.294706 1.500837
0.294411 1.500891
0.294116 1.500925
0.293822 1.500930
0.293529 1.500908
0.293235 1.500876
0.292942 1.500897
0.292649 1.500919
0.292356 1.500897
0.292064 1.500891
0.291772 1.500867
0.291480 1.500816
0.291188 1.500775
0.290897 1.500773
0.290606 1.500788
0.290316 1.500779
0.290025 1.500752
0.289735 1.500753
0.289446 1.500789
0.289156 1.500809
0.288867 1.500785
0.288578 1.500769
0.288290 1.500766
0.288001 1.500782
0.287713 1.500835
0.287426 1.500879
0.287138 1.500889
0.286851 1.500861
0.286564 1.500832
0.286278 1.500876
0.285991 1.500912
0.285705 1.500903
0.285420 1.500839
0.285134 1.500823
0.284849 1.500827
0.284564 1.500826
0.284280 1.500808
0.283995 1.500806
0.283711 1.500804
0.283428 1.500803
0.283144 1.500812
0.282861 1.500869
0.282578 1.500865
0.282296 1.500766
0.282013 1.500729
0.281731 1.500812
0.281450 1.500876
0.281168 1.500840
0.280887 1.500829
0.280606 1.500854
0.280326 1.500873
0.280045 1.500917
0.279765 1.500957
0.279485 1.500887
0.279206 1.500780
0.278927 1.500762
0.278648 1.500782
0.278369 1.500771
0.278091 1.500832
0.277813 1.500858
0.277535 1.500828
0.277257 1.500895
0.276980 1.500958
0.276703 1.500940
0.276426 1.500916
0.276150 1.500940
0.275874 1.500954
0.275598 1.500890
0.275322 1.500824
0.275047 1.500799
0.274772 1.500817
0.274497 1.500852
0.274223 1.500844
0.273949 1.500849
0.273675 1.500867
0.273401 1.500926
0.273128 1.500940
0.272854 1.500864
0.272582 1.500827
0.272309 1.500836
0.272037 1.500873
0.271765 1.500930
0.271493 1.500964
0.271221 1.500927
0.270950 1.500891
0.270679 1.500826
0.270408 1.500741
0.270138 1.500695
0.269868 1.500711
0.269598 1.500772
0.269328 1.500839
0.269059 1.500913
0.268790 1.500981
0.268521 1.500990
0.268253 1.500953
0.267985 1.500896
0.267717 1.500908
0.267449 1.500914
0.267181 1.500873
0.266914 1.500870
0.266647 1.500900
0.266381 1.500933
0.266114 1.500940
0.265848 1.500891
0.265582 1.500835
0.265317 1.500809
0.265051 1.500784
0.264786 1.500759
0.264522 1.500816
0.264257 1.500937
0.263993 1.500920
0.263729 1.500860
0.263465 1.500932
0.263202 1.500955
0.262938 1.500872
0.262675 1.500848
0.262413 1.500823
0.262150 1.500803
0.261888 1.500825
0.261626 1.500800
0.261365 1.500767
0.261103 1.500815
0.260842 1.500862
0.260581 1.500884
0.260321 1.500852
0.260060 1.500872
0.259800 1.500908
0.259541 1.500838
0.259281 1.500735
0.259022 1.500743
0.258763 1.500825
0.258504 1.500833
0.258246 1.500756
0.257987 1.500754
0.257729 1.500814
0.257472 1.500809
0.257214 1.500816
0.256957 1.500829
0.256700 1.500811
0.256443 1.500783
0.256187 1.500810
0.255931 1.500894
0.255675 1.500884
0.255419 1.500860
0.255164 1.500837
0.254908 1.500798
0.254653 1.500809
0.254399 1.500839
0.254144 1.500882
0.253890 1.500896
0.253636 1.500869
0.253383 1.500856
0.253129 1.500890
0.252876 1.500905
0.252623 1.500859
0.252371 1.500808
0.252118 1.500813
0.251866 1.500826
0.251614 1.500796
0.251363 1.500767
0.251111 1.500811
0.250860 1.500830
0.250609 1.500837
0.250359 1.500849
0.250108 1.500829
0.249858 1.500830
0.249609 1.500865
0.249359 1.500881
0.249110 1.500863
0.248860 1.500811
0.248612 1.500768
0.248363 1.500761
0.248115 1.500787
0.247866 1.500802
0.247619 1.500758
0.247371 1.500761
0.247124 1.500871
0.246877 1.500907
0.246630 1.500851
0.246383 1.500851
0.246137 1.500865
0.245890 1.500835
0.245645 1.500790
0.245399 1.500805
0.245154 1.500837
0.244908 1.500826
0.244663 1.500831
0.244419 1.500821
0.244174 1.500816
0.243930 1.500848
0.243686 1.500861
0.243443 1.500830
0.243199 1.500828
0.242956 1.500897
0.242713 1.500933
0.242470 1.500832
0.242228 1.500767
0.241986 1.500771
0.241744 1.500785
0.241502 1.500804
0.241260 1.500832
0.241019 1.500870
0.240778 1.500843
0.240537 1.500822
0.240297 1.500854
0.240056 1.500842
0.239816 1.500824
0.239577 1.500827
0.239337 1.500808
0.239098 1.500831
0.238859 1.500835
0.238620 1.500801
0.238381 1.500788
0.238143 1.500774
0.237905 1.500761
0.237667 1.500737
0.237429 1.500744
0.237192 1.500789
0.236954 1.500845
0.236717 1.500862
0.236481 1.500826
0.236244 1.500832
0.236008 1.500871
0.235772 1.500913
0.235536 1.500921
0.235301 1.500884
0.235065 1.500876
0.234830 1.500875
0.234595 1.500817
0.234361 1.500792
0.234127 1.500820
0.233892 1.500828
0.233659 1.500804
0.233425 1.500789
0.233191 1.500763
0.232958 1.500774
0.232725 1.500811
0.232493 1.500788
0.232260 1.500709
0.232028 1.500699
0.231796 1.500770
0.231564 1.500855
0.231332 1.500866
0.231101 1.500821
0.230870 1.500788
0.230639 1.500811
0.230408 1.500826
0.230178 1.500841
0.229948 1.500868
0.229718 1.500863
0.229488 1.500922
0.229259 1.500997
0.229029 1.500998
0.228800 1.500912
0.228572 1.500857
0.228343 1.500831
0.228115 1.500814
0.227887 1.500818
0.227659 1.500843
0.227431 1.500830
0.227204 1.500818
0.226976 1.500861
0.226749 1.500903
0.226523 1.500927
0.226296 1.500898
0.226070 1.500879
0.225844 1.500885
0.225618 1.500843
0.225392 1.500787
0.225167 1.500744
0.224942 1.500748
0.224717 1.500785
0.224492 1.500806
0.224268 1.500768
0.224043 1.500777
0.223819 1.500809
0.223596 1.500793
0.223372 1.500804
0.223149 1.500884
0.222925 1.500922
0.222702 1.500899
0.222480 1.500913
0.222257 1.500900
0.222035 1.500885
0.221813 1.500907
0.221591 1.500872
0.221370 1.500815
0.221148 1.500809
0.220927 1.500849
0.220706 1.500860
0.220485 1.500820
0.220265 1.500817
0.220045 1.500884
0.219825 1.500942
0.219605 1.500948
0.219385 1.500918
0.219166 1.500869
0.218947 1.500891
0.218728 1.500942
0.218509 1.500983
0.218290 1.500992
0.218072 1.500954
0.217854 1.500863
0.217636 1.500854
0.217419 1.500914
0.217201 1.500955
0.216984 1.500927
0.216767 1.500840
0.216550 1.500769
0.216334 1.500769
0.216117 1.500888
0.215901 1.500934
0.215685 1.500864
0.215470 1.500816
0.215254 1.500825
0.215039 1.500833
0.214824 1.500840
0.214609 1.500827
0.214394 1.500831
0.214180 1.500849
0.213966 1.500838
0.213752 1.500806
0.213538 1.500766
0.213325 1.500729
0.213111 1.500794
0.212898 1.500904
0.212685 1.500951
0.212473 1.500902
0.212260 1.500889
0.212048 1.500913
0.211836 1.500877
0.211624 1.500823
0.211412 1.500820
0.211201 1.500890
0.210990 1.500951
0.210779 1.500929
0.210568 1.500826
0.210357 1.500801
0.210147 1.500829
0.209937 1.500808
0.209727 1.500823
0.209517 1.500859
0.209308 1.500890
0.209098 1.500891
0.208889 1.500884
0.208680 1.500866
0.208472 1.500822
0.208263 1.500843
0.208055 1.500905
0.207847 1.500870
0.207639 1.500841
0.207432 1.500909
0.207224 1.500907
0.207017 1.500869
0.206810 1.500897
0.206603 1.500935
0.206396 1.500875
0.206190 1.500769
0.205984 1.500755
0.205778 1.500808
0.205572 1.500904
0.205366 1.501033
0.205161 1.501087
0.204956 1.500987
0.204751 1.500845
0.204546 1.500841
0.204342 1.500847
0.204137 1.500849
0.203933 1.500929
0.203729 1.500938
0.203526 1.500864
0.203322 1.500824
0.203119 1.500858
0.202916 1.500870
0.202713 1.500870
0.202510 1.500892
0.202307 1.500931
0.202105 1.500944
0.201903 1.500923
0.201701 1.500875
0.201499 1.500855
0.201298 1.500852
0.201097 1.500822
0.200896 1.500809
0.200695 1.500843
0.200494 1.500864
0.200293 1.500886
0.200093 1.500881
0.199893 1.500819
0.199693 1.500779
0.199494 1.500801
0.199294 1.500855
0.199095 1.500895
0.198896 1.500861
0.198697 1.500830
0.198498 1.500826
0.198300 1.500837
0.198101 1.500790
0.197903 1.500777
0.197705 1.500844
0.197508 1.500882
0.197310 1.500899
0.197113 1.500933
0.196916 1.500919
0.196719 1.500854
0.196522 1.500857
0.196325 1.500993
0.196129 1.501064
0.195933 1.500981
0.195737 1.500863
0.195541 1.500827
0.195346 1.500824
0.195150 1.500851
0.194955 1.500904
0.194760 1.500918
0.194566 1.500923
0.194371 1.500891
0.194177 1.500809
0.193982 1.500799
0.193788 1.500841
0.193595 1.500798
0.193401 1.500733
0.193208 1.500803
0.193014 1.500885
0.192821 1.500896
0.192629 1.500873
0.192436 1.500848
0.192244 1.500869
0.192051 1.500890
0.191859 1.500916
0.191667 1.500886
0.191476 1.500817
0.191284 1.500812
0.191093 1.500868
0.190902 1.500915
0.190711 1.500918
0.190520 1.500885
0.190330 1.500878
0.190139 1.500866
0.189949 1.500860
0.189759 1.500876
0.189570 1.500895
0.189380 1.500938
0.189191 1.500931
0.189001 1.500822
0.188812 1.500794
0.188624 1.500827
0.188435 1.500809
0.188247 1.500802
0.188058 1.500805
0.187870 1.500825
0.187682 1.500861
0.187495 1.500839
0.187307 1.500756
0.187120 1.500746
0.186933 1.500819
0.186746 1.500867
0.186559 1.500845
0.186373 1.500851
0.186186 1.500897
0.186000 1.500869
0.185814 1.500810
0.185628 1.500802
0.185443 1.500852
0.185257 1.500865
0.185072 1.500848
0.184887 1.500847
0.184702 1.500864
0.184517 1.500884
0.184333 1.500854
0.184148 1.500806
0.183964 1.500791
0.183780 1.500810
0.183596 1.500852
0.183413 1.500840
0.183229 1.500772
0.183046 1.500753
0.182863 1.500806
0.182680 1.500870
0.182498 1.500899
0.182315 1.500908
0.182133 1.500889
0.181951 1.500858
0.181769 1.500847
0.181587 1.500886
0.181405 1.500925
0.181224 1.500938
0.181043 1.500901
0.180862 1.500878
0.180681 1.500883
0.180500 1.500901
0.180320 1.500858
0.180139 1.500806
0.179959 1.500878
0.179779 1.501013
0.179599 1.501049
0.179420 1.501019
0.179240 1.500949
0.179061 1.500917
0.178882 1.500936
0.178703 1.500900
0.178525 1.500812
0.178346 1.500785
0.178168 1.500860
0.177990 1.500930
0.177812 1.500851
0.177634 1.500790
0.177456 1.500837
0.177279 1.500848
0.177101 1.500870
0.176924 1.500940
0.176747 1.500933
0.176571 1.500867
0.176394 1.500841
0.176218 1.500834
0.176041 1.500853
0.175865 1.500838
0.175689 1.500760
0.175514 1.500754
0.175338 1.500850
0.175163 1.500920
0.174988 1.500918
0.174813 1.500906
0.174638 1.500942
0.174463 1.500926
0.174289 1.500833
0.174115 1.500778
0.173940 1.500787
0.173767 1.500765
0.173593 1.500731
0.173419 1.500787
0.173246 1.500828
0.173073 1.500820
0.172899 1.500887
0.172727 1.500913
0.172554 1.500844
0.172381 1.500824
0.172209 1.500853
0.172037 1.500814
0.171865 1.500747
0.171693 1.500745
0.171521 1.500762
0.171350 1.500776
0.171178 1.500841
0.171007 1.500879
0.170836 1.500854
0.170665 1.500826
0.170495 1.500820
0.170324 1.500818
0.170154 1.500805
0.169984 1.500781
0.169814 1.500773
0.169644 1.500778
0.169474 1.500773
0.169305 1.500791
0.169135 1.500811
0.168966 1.500826
0.168797 1.500857
0.168628 1.500880
0.168460 1.500889
0.168291 1.500907
0.168123 1.500898
0.167955 1.500869
0.167787 1.500821
0.167619 1.500813
0.167452 1.500827
0.167284 1.500794
0.167117 1.500825
0.166950 1.500887
0.166783 1.500918
0.166616 1.500881
0.166449 1.500844
0.166283 1.500804
0.166117 1.500794
0.165951 1.500811
0.165785 1.500816
0.165619 1.500817
0.165453 1.500845
0.165288 1.500858
0.165122 1.500867
0.164957 1.500874
0.164792 1.500843
0.164628 1.500770
0.164463 1.500746
0.164298 1.500780
0.164134 1.500826
0.163970 1.500849
0.163806 1.500843
0.163642 1.500853
0.163479 1.500911
0.163315 1.500977
0.163152 1.500945
0.162989 1.500858
0.162826 1.500808
0.162663 1.500823
0.162500 1.500872
0.162338 1.500888
0.162175 1.500820
0.162013 1.500772
0.161851 1.500776
0.161689 1.500827
0.161528 1.500872
0.161366 1.500850
0.161205 1.500855
0.161044 1.500896
0.160882 1.500891
0.160722 1.500871
0.160561 1.500865
0.160400 1.500868
0.160240 1.500860
0.160080 1.500813
0.159920 1.500770
0.159760 1.500799
0.159600 1.500837
0.159440 1.500845
0.159281 1.500876
0.159122 1.500900
0.158962 1.500888
0.158804 1.500888
0.158645 1.500897
0.158486 1.500882
0.158328 1.500827
0.158169 1.500814
0.158011 1.500811
0.157853 1.500798
0.157695 1.500816
0.157538 1.500823
0.157380 1.500813
0.157223 1.500831
0.157065 1.500850
0.156908 1.500910
0.156751 1.500938
0.156595 1.500877
0.156438 1.500809
0.156282 1.500819
0.156125 1.500825
0.155969 1.500816
0.155813 1.500817
0.155657 1.500806
0.155502 1.500800
0.155346 1.500790
0.155191 1.500763
0.155036 1.500821
0.154881 1.500885
0.154726 1.500854
0.154571 1.500813
0.154417 1.500805
0.154262 1.500830
0.154108 1.500891
0.153954 1.500927
0.153800 1.500887
0.153646 1.500853
0.153492 1.500908
0.153339 1.500886
0.153185 1.500824
0.153032 1.500834
0.152879 1.500850
0.152726 1.500847
0.152574 1.500868
0.152421 1.500881
0.152269 1.500893
